place,title,time,pay,date
강원 홍천군, 봉수아피자 춘천점,시간협의,"시급8,720",04/04
충남 당진시, 봉수아피자 충남당진점,18:00~23:00,"시급8,720",04/03
경기 안성시, 봉수아피자 안성1호점,18:00~22:00,"시급9,000",03/27
