place,title,time,pay,date
광주 동구, 커피스미스 광주대인점,시간협의,"월급2,000,000",18분전
경기 시흥시, 커피스미스 배곧신도시점,19:00~22:30,"시급8,720",3시간전
경기 시흥시, 커피스미스 배곧신도시점,17:30~22:30,"시급8,720",3시간전
서울 서대문, 커피스미스 신촌연대점,시간협의,"시급8,720",5시간전
서울 전체, 커피스미스 강동첨단단지점,시간협의,"월급1,880,000",03/31
부산 남구, 커피스미스 경성대점,09:00~09:00,"월급2,000,000",03/26
부산 남구, 커피스미스 경성대점,09:00~09:00,"월급2,000,000",03/26
부산 남구, 커피스미스 경성대점,09:00~09:00,"월급2,000,000",03/26
부산 남구, 커피스미스 경성대점,09:00~09:00,"월급2,000,000",03/26
